"9112	2010-04-29","10:40:01	1	2	1	0"
"9112	2010-04-29","10:48:39	1	3	1	0"
"9016	2010-04-29","11:03:44	1	2	1	0"
"9016	2010-04-29","11:52:25	1	3	1	0"
"9112	2010-04-29","12:06:25	1	2	1	0"
"8098	2010-04-29","12:06:32	1	2	1	0"
"8101	2010-04-29","12:06:34	1	2	1	0"
"20	2010-04-29","12:09:28	1	2	1	0"
"27	2010-04-29","12:09:32	1	2	1	0"
"6068	2010-04-29","12:13:30	1	2	1	0"
"6081	2010-04-29","12:13:35	1	2	1	0"
"6082	2010-04-29","12:14:59	1	2	1	0"
"8094	2010-04-29","12:15:01	1	2	1	0"
"9111	2010-04-29","12:17:15	1	2	1	0"
"6083	2010-04-29","12:21:41	1	0	1	0"
"6083	2010-04-29","12:22:36	1	2	1	0"
"5066	2010-04-29","12:24:34	1	0	1	0"
"9112	2010-04-29","12:37:51	1	3	1	0"
"6082	2010-04-29","12:40:40	1	3	1	0"
"8094	2010-04-29","12:40:42	1	3	1	0"
"9111	2010-04-29","12:40:46	1	3	1	0"
"6083	2010-04-29","12:45:18	1	3	1	0"
"6068	2010-04-29","12:45:23	1	3	1	0"
"6081	2010-04-29","12:45:36	1	0	1	0"
"27	2010-04-29","12:58:01	1	3	1	0"
"20	2010-04-29","12:58:07	1	3	1	0"
"21	2010-04-29","12:58:13	1	3	1	0"
"8101	2010-04-29","13:01:08	1	3	1	0"
"8098	2010-04-29","13:01:11	1	3	1	0"
"6075	2010-04-29","13:16:24	1	1	1	0"
"6080	2010-04-29","13:55:55	1	1	1	0"
"5067	2010-04-29","14:29:57	1	1	1	0"
"6075	2010-04-29","14:33:33	1	0	1	0"
"2052	2010-04-29","14:46:04	1	1	1	0"
"9112	2010-04-29","14:53:11	1	1	1	0"
"5066	2010-04-29","15:03:48	1	1	1	0"
"21	2010-04-29","15:04:27	1	1	1	0"
"6068	2010-04-29","17:12:27	1	2	1	0"
"8094	2010-04-29","17:12:33	1	2	1	0"
"6075	2010-04-29","17:37:07	1	1	1	0"
"9110	2010-04-29","17:37:15	1	0	1	0"
"8094	2010-04-29","17:39:05	1	0	1	0"
"6068	2010-04-29","17:39:12	1	3	1	0"
"8094	2010-04-29","17:39:14	1	3	1	0"
"9016	2010-04-29","17:40:17	1	1	1	0"
"9014	2010-04-29","17:40:22	1	1	1	0"
"29	2010-04-29","17:41:11	1	1	1	0"
"6071	2010-04-29","17:42:18	1	1	1	0"
"9103	2010-04-29","17:57:55	1	1	1	0"
"9104	2010-04-29","18:00:41	1	0	1	0"
"9109	2010-04-29","18:01:38	1	1	1	0"
"9105	2010-04-29","18:02:38	1	1	1	0"
"20	2010-04-29","18:05:18	1	1	1	0"
"6083	2010-04-29","18:05:21	1	1	1	0"
"8094	2010-04-29","18:05:35	1	1	1	0"
"6082	2010-04-29","18:05:38	1	1	1	0"
"8101	2010-04-29","18:06:31	1	1	1	0"
"27	2010-04-29","18:06:55	1	1	1	0"
"8098	2010-04-29","18:07:07	1	1	1	0"
"7086	2010-04-29","18:18:29	1	1	1	0"
"9014	2010-04-29","18:18:32	1	1	1	0"
"9111	2010-04-29","18:20:35	1	1	1	0"
"6081	2010-04-29","19:02:38	1	1	1	0"
"6068	2010-04-29","19:15:58	1	1	1	0"
"8102	2010-04-29","20:27:10	1	0	1	0"
"8102	2010-04-29","20:27:18	1	1	1	0"
"9016	2010-04-30","08:11:43	1	0	1	0"
"9104	2010-04-30","08:17:46	1	0	1	0"
"6071	2010-04-30","08:18:57	1	0	1	0"
"6075	2010-04-30","08:19:09	1	0	1	0"
"8098	2010-04-30","08:33:11	1	0	1	0"
"9111	2010-04-30","08:40:43	1	0	1	0"
"9109	2010-04-30","08:43:07	1	0	1	0"
"8094	2010-04-30","08:43:26	1	0	1	0"
"6082	2010-04-30","08:45:20	1	0	1	0"
"6081	2010-04-30","08:45:26	1	0	1	0"
"29	2010-04-30","08:45:32	1	0	1	0"
"8101	2010-04-30","08:49:27	1	0	1	0"
"27	2010-04-30","08:49:33	1	0	1	0"
"9103	2010-04-30","08:58:52	1	0	1	0"
"5066	2010-04-30","09:01:54	1	0	1	0"
"5066	2010-04-30","09:01:56	1	0	1	0"
"2052	2010-04-30","09:02:38	1	0	1	0"
